cu_base_index,cu_charge_rt,cu_fund_mgmt_co,cu_lev_fector,cu_strtegy,cu_upt_dt,du_bpr,du_clpr,du_er_1d,du_er_1m,du_er_1y,du_er_3m,du_er_6m,du_er_ytd,du_hpr,du_last_aum,du_last_nav,du_lpr,du_nav_rnf_amt,du_nav_yday,du_upt_dt,du_val_1d,du_val_1m,du_val_5d,du_vol_1d,du_vol_avg_1m,du_vol_avg_5d,nru_mkt_diff_rt,nru_mkt_inav,pd_abrv_nm,pd_circ_net_tamt,pd_circ_stk_cnt,pd_curr_cd,pd_curr_nm,pd_dvid_cycl,pd_exg_mkt_cd,pd_exg_mkt_nm,pd_grp_no,pd_itm_no,pd_itm_no_ma,pd_lst_stk_cnt,pd_lste_dt,pd_lstg_dt,pd_mkt_id,pd_mkt_nm,pd_nav_pshr,pd_net_tamt,pd_nm,pd_pen_risk_nm,pd_pen_tr_yn,pd_risk_cd,pd_risk_nm,pd_sale_yn,pd_sect_cd,pd_sect_nm,pd_spac_yn,pd_stk_cnt,pd_tr_yn,ru_mkt_price,ru_mkt_volume,wu_core_yn,wu_inv_ast_type,wu_inv_rgn,wu_upt_dt,risk_grade,risk_available,instrument_type,expense_ratio_available,region_std,region_mapping_status,asset_class_std,asset_class_mapping_status,as_of_date,source_table,fee_krx_pct,base_index_krx,asset_class_krx,fee_conflict,expense_ratio_filled,expense_ratio_source,base_index_filled,base_index_source
,,키움,1.0,실물복제,20260615.0,16620.0,16600.0,-0.12,2.88,11.6,-1.66,4.04,5.87,16620.0,4656285200.0,16629.59,16540.0,-16629.59,16629.59,2026-06-15 00:00:00,15928135.0,32860876.65,18073225.0,961.0,2010.7,1091.6,,,KIWOOM 미국방어배당성장나스닥,4653600000.0,280000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7373790005,A373790,280000.0,99991231.0,20201224.0,STK,유가증권,16629.59,4656284678.0,키움 KIWOOM 미국방어배당성장나스닥증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,280000.0,0.0,,,N,주식,미국,20260615.0,3.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.4,Nasdaq US Low Volatility Dividend Achievers Index,주식,False,0.4,external_krx_20260806,Nasdaq US Low Volatility Dividend Achievers Index,external_krx_20260806
,,KB,1.0,액티브,20260615.0,105755.0,105755.0,0.0,0.19,1.96,0.63,1.26,1.14,105755.0,1004779463610.0,105732.87,105745.0,-105732.87,105732.87,2026-06-15 00:00:00,1224577702.0,524169505.95,491237829.4,11580.0,4961.45,4645.8,,,RISE KOFR금리액티브(합성),1004961256000.0,9503000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7479520009,A479520,9293000.0,99991231.0,20240430.0,STK,유가증권,105732.87,982575594369.0,KB RISE KOFR금리액티브증권상장지수투자신탁(채권혼합-파생형)(합성),안전자산,Y,PD_RISK_GCD_14,보통위험(4등급),1,2.0,,N,9293000.0,0.0,,,N,단기자금,국내,20260615.0,4.0,True,ETF,False,KR,mapped,MONEY_MARKET,mapped,2026-07-11,PREF01N001,0.02,KOFR 지수,기타,False,0.02,external_krx_20260806,KOFR 지수,external_krx_20260806
,,한국투자,1.0,액티브,20260615.0,13975.0,14120.0,1.04,-4.98,29.66,9.2,6.81,9.84,14335.0,31719645000.0,13791.15,13150.0,-13791.15,13791.15,2026-06-15 00:00:00,1169636030.0,448551145.0,775977179.8,82983.0,31375.25,55569.2,,,ACE 글로벌자율주행액티브,0.0,2300000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7414270009,A414270,2300000.0,99991231.0,20220215.0,STK,유가증권,13791.15,31719646767.0,한국투자 ACE 글로벌자율주행액티브증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,2300000.0,0.0,,,N,주식,글로벌,20260615.0,1.0,True,ETF,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.29,FactSet US-China Electric&Autonomous Vehicle Price Return Index,주식,False,0.29,external_krx_20260806,FactSet US-China Electric&Autonomous Vehicle Price Return Index,external_krx_20260806
,,한국투자,1.0,실물복제,20260615.0,13445.0,13545.0,0.74,2.69,32.92,10.66,12.36,13.87,13545.0,55504590000.0,13374.6,13445.0,-13374.6,13374.6,2026-06-15 00:00:00,221322364.0,252284465.0,213508802.4,16404.0,18761.2,15907.2,,,ACE 미국배당퀄리티,0.0,4150000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70046Y0000,A0046Y0,4150000.0,99991231.0,20250513.0,STK,유가증권,13374.6,55504605088.0,한국투자 ACE 미국배당퀄리티증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,4150000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.15,WisdomTree U.S. Quality Dividend Growth Index (Price Return),주식,False,0.15,external_krx_20260806,WisdomTree U.S. Quality Dividend Growth Index (Price Return),external_krx_20260806
,,미래에셋TIGER종합채권(AA-이상)액티브증권상장지수투자신탁(채권),1.0,액티브,20260615.0,53010.0,53290.0,0.53,0.38,-6.06,-1.96,-3.3,-3.46,53355.0,1096769164920.0,53091.74,53245.0,-53091.74,53091.74,2026-06-15 00:00:00,832464450.0,1095274448.65,665003313.2,15619.0,20628.35,12559.8,,,TIGER 종합채권(AA-이상)액티브,1095080580000.0,20658000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7451540009,A451540,19906000.0,99991231.0,20230201.0,STK,유가증권,53091.74,1062790456617.0,미래에셋TIGER종합채권(AA-이상)액티브증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,20018000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.03,KIS 종합채권 AA-이상 총수익 지수(Total return Index),채권,False,0.03,external_krx_20260806,KIS 종합채권 AA-이상 총수익 지수(Total return Index),external_krx_20260806
MSCI NORTH AMERICA,,한화,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,PLUS 미국대체투자Top10,,,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7426410007,A426410,200000.0,20250220.0,20220511.0,STK,유가증권,,,한화 PLUS 미국대체투자Top10 증권상장지수투자신탁(주식),N,N,PD_RISK_GCD_12,높은위험(2등급),0,,,,,1.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,MSCI NORTH AMERICA,provided
,,삼성,1.0,실물복제,20260615.0,13595.0,13790.0,1.43,3.92,17.21,3.8,11.16,14.77,13825.0,18418779000.0,13643.54,13635.0,-13643.54,13643.54,2026-06-15 00:00:00,466697645.0,398857644.5,502716579.6,33965.0,29655.4,37070.8,,,KODEX 미국S&P500필수소비재,0.0,1350000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7453630006,A453630,1350000.0,99991231.0,20230321.0,STK,유가증권,13643.54,18418772546.0,삼성 KODEX 미국S&P500필수소비재증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,1350000.0,0.0,,,Y,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,S&P Consumer Staples Select Sector Index(Price Return),주식,False,0.25,external_krx_20260806,S&P Consumer Staples Select Sector Index(Price Return),external_krx_20260806
,,NH-Amundi,1.0,실물복제,20260615.0,3850.0,3800.0,-1.3,-6.86,-13.34,-7.99,0.93,2.7,3910.0,9394402500.0,3834.45,3800.0,-3834.45,3834.45,2026-06-15 00:00:00,23629777.0,103246932.8,62859695.8,6145.0,25845.15,16484.8,,,HANARO Fn K-게임,9432500000.0,2450000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7395280001,A395280,2450000.0,99991231.0,20210730.0,STK,유가증권,3834.45,9394390262.0,NH-Amundi HANARO Fn K-게임증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,2450000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.45,FnGuide K-게임 지수,주식,False,0.45,external_krx_20260806,FnGuide K-게임 지수,external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,7520.0,7430.0,-1.2,-10.27,0.34,-10.48,-16.0,-10.59,7635.0,46840573200.0,7458.69,7430.0,-7458.69,7458.69,2026-06-15 00:00:00,251299632.0,528615832.45,502303516.4,33570.0,67584.15,68454.6,,,TIGER 차이나바이오테크SOLACTIVE,47225600000.0,6280000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7371470006,A371470,6160000.0,99991231.0,20201208.0,STK,유가증권,7458.69,45647174607.0,미래에셋 TIGER 차이나바이오테크SOLACTIVE증권상장지수투자신탁(주식-파생형),위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,6240000.0,0.0,,,N,주식,중국,20260615.0,1.0,True,ETF,False,CHINA,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.49,Solactive China Biotech Index(PR),주식,False,0.49,external_krx_20260806,Solactive China Biotech Index(PR),external_krx_20260806
,,미래에셋,1.0,액티브,20260615.0,101375.0,101385.0,0.01,0.09,,0.59,1.33,1.14,101385.0,1196765360640.0,101352.08,101365.0,-101352.08,101352.08,2026-06-15 00:00:00,34467410.0,32933774.5,32617521.0,340.0,325.0,321.8,,,TIGER 12월자동연장금융채(AA-이상)액티브,1197036000000.0,11808000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70139F0001,A0139F0,11428000.0,99991231.0,20251209.0,STK,유가증권,101352.08,1158251544484.0,미래에셋 TIGER 12월만기자동연장금융채(AA-이상)액티브증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,11428000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.1,KIS 12월 만기 자동연장금융채(AA-이상) 총수익지수,채권,False,0.1,external_krx_20260806,KIS 12월 만기 자동연장금융채(AA-이상) 총수익지수,external_krx_20260806
,,키움,1.0,액티브,20260615.0,10660.0,10830.0,1.59,-0.87,9.5,3.98,3.39,1.53,10865.0,5379125000.0,10758.25,10625.0,-10758.25,10758.25,2026-06-15 00:00:00,74413649.0,80695377.1,49407613.6,6890.0,7518.0,4618.0,,,KIWOOM 엔비디아미국30년국채혼합액티브(H),5330000000.0,500000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70015E0001,A0015E0,500000.0,99991231.0,20250211.0,STK,유가증권,10758.25,5379125525.0,키움 KIWOOM 엔비디아미국30년국채혼합액티브증권상장지수투자신탁[채권혼합](H),안전자산,Y,PD_RISK_GCD_14,보통위험(4등급),1,2.0,,N,500000.0,0.0,,,N,혼합자산,미국,20260615.0,4.0,True,ETF,False,US,mapped,MIXED,mapped,2026-07-11,PREF01N001,0.19,Bloomberg Blended NVIDIA and US Long Treasury Bond Index,혼합자산,False,0.19,external_krx_20260806,Bloomberg Blended NVIDIA and US Long Treasury Bond Index,external_krx_20260806
,0.0,유리,1.0,실물복제,20260615.0,128920.0,136030.0,5.52,16.83,249.6,66.68,135.73,123.0,137410.0,25890646000.0,129453.23,135315.0,-129453.23,129453.23,2026-06-15 00:00:00,62180510.0,182391654.85,81942043.0,459.0,1516.85,638.2,,,TREX 200,25784000000.0,200000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7108590001,A108590,200000.0,99991231.0,20090123.0,STK,유가증권,129453.23,25890646859.0,유리 TREX200 증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,200000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.325,코스피 200,주식,True,0.0,provided,코스피 200,external_krx_20260806
,,미래에셋,1.0,액티브,20260421.0,51290.0,51290.0,0.0,0.0,0.33,0.22,0.86,0.65,0.0,0.0,51294.68,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,TIGER 26-04 회사채(A+이상)액티브,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70001S0001,A0001S0,3386000.0,20260422.0,20241224.0,STK,유가증권,51294.68,173683796187.0,미래에셋 TIGER 26-04 회사채(A+이상)액티브증권상장지수투자신탁(채권),N,N,PD_RISK_GCD_15,낮은위험(5등급),0,2.0,,N,3386000.0,1.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,미래에셋,1.0,실물복제,20260615.0,12615.0,12750.0,1.07,1.84,29.77,10.97,8.93,11.35,12750.0,730759953000.0,12621.07,12655.0,-12621.07,12621.07,2026-06-15 00:00:00,8955458280.0,7996578974.65,8175156735.6,704760.0,632947.75,648793.8,,,TIGER TDF2045 적격,730408500000.0,57900000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70025N0008,A0025N0,58100000.0,99991231.0,20250325.0,STK,유가증권,12621.07,732022231985.0,미래에셋 TIGER 적격TDF2045증권상장지수투자신탁(주식혼합),안전자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,58000000.0,0.0,,,N,혼합자산,국내,20260615.0,3.0,True,ETF,False,KR,mapped,MIXED,mapped,2026-07-11,PREF01N001,0.19,S&P Korea Target Date 2045 Global Index,혼합자산,False,0.19,external_krx_20260806,S&P Korea Target Date 2045 Global Index,external_krx_20260806
,,NH-Amundi,1.0,합성복제,20260615.0,21735.0,22120.0,1.77,6.73,18.48,9.29,-2.79,-0.83,22245.0,11458293600.0,22035.18,21870.0,-22035.18,22035.18,2026-06-15 00:00:00,53867650.0,59759954.05,80524197.6,2441.0,2798.35,3729.8,,,HANARO 글로벌럭셔리S&P(합성),11302200000.0,520000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7354350001,A354350,520000.0,99991231.0,20200512.0,STK,유가증권,22035.18,11458294521.0,NH-Amundi HANARO 글로벌럭셔리S&P 증권상장지수투자신탁(주식-파생형)(합성),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,520000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.5,S&P Global Luxury Index,주식,False,0.5,external_krx_20260806,S&P Global Luxury Index,external_krx_20260806
,,신한,1.0,액티브,20260615.0,20775.0,21675.0,4.33,2.87,90.72,36.15,41.25,46.6,21710.0,10425475000.0,20850.95,21230.0,-20850.95,20850.95,2026-06-15 00:00:00,63768740.0,98334663.45,64278806.0,2961.0,4577.5,3084.0,,,SOL 한국형글로벌전기차&2차전지액티브,0.0,500000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7429980006,A429980,500000.0,99991231.0,20220614.0,STK,유가증권,20850.95,10425475424.0,신한 SOL 한국형글로벌전기차&2차전지액티브증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,500000.0,0.0,,,N,주식,글로벌,20260615.0,2.0,True,ETF,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.55,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR),주식,False,0.55,external_krx_20260806,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR),external_krx_20260806
,,삼성,1.0,액티브,20260615.0,91680.0,92775.0,1.19,-0.61,-23.69,-9.94,-15.98,-15.05,93320.0,405437169100.0,92040.22,92775.0,-92040.22,92040.22,2026-06-15 00:00:00,809574110.0,2188692697.3,1325155978.6,8705.0,23553.65,14535.4,,,KODEX 국고채30년액티브,0.0,4405000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7439870007,A439870,4343000.0,99991231.0,20220823.0,STK,유가증권,92040.22,405437176184.0,삼성 KODEX 국고채30년액티브증권상장지수투자신탁[채권],안전자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,4405000.0,0.0,,,N,채권,국내,20260615.0,3.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.05,KAP 국고채 30년 총수익 지수,채권,False,0.05,external_krx_20260806,KAP 국고채 30년 총수익 지수,external_krx_20260806
,,KB,1.0,실물복제,20260615.0,16510.0,17030.0,3.15,3.75,65.5,31.4,30.8,31.2,17030.0,746302172000.0,16511.11,16820.0,-16511.11,16511.11,2026-06-15 00:00:00,16203829845.0,22482852735.4,15581961058.2,956130.0,1327987.75,936795.0,,,RISE 미국AI밸류체인데일리고정커버드콜,746252000000.0,45200000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7490590007,A490590,45600000.0,99991231.0,20241002.0,STK,유가증권,16511.11,748778690193.0,KB RISE 미국AI밸류체인데일리고정커버드콜증권상장지수투자신탁(주식-파생형),위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,45550000.0,0.0,,,N,주식,미국,20260615.0,1.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR),주식,False,0.25,external_krx_20260806,KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR),external_krx_20260806
,,KB증권(주),-2.0,C,20260615.0,3355.0,3755.0,11.92,40.11,-70.14,-24.6,-78.12,-77.1,3800.0,0.0,3762.06,3690.0,538.65,3223.41,2026-06-15 00:00:00,1529723129.0,971590640.2,1081238899.6,409323.0,326954.5,328042.4,,,KB S&P 인버스 2X WTI원유 선물 ETN B,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG580000690,Q580069,18500000.0,99991231.0,20250417.0,STK,유가증권,3762.06,59633085000.0,KB증권 KB S&P 인버스 2X WTI원유 선물 상장지수증권 B 제69호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,18500000.0,0.0,,,N,원자재,미국,20260615.0,1.0,True,ETN,False,US,mapped,COMMODITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,미래에셋,1.0,실물복제,20260615.0,28915.0,30192.0,4.42,13.39,216.15,56.19,118.86,109.74,30480.0,25983801000.0,28870.89,30065.0,-28870.89,28870.89,2026-06-15 00:00:00,92538615.0,143185396.4,104461633.8,3062.0,5056.05,3669.2,,,TIGER 탄소효율그린뉴딜,26023500000.0,900000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7376410007,A376410,900000.0,99991231.0,20210205.0,STK,유가증권,28870.89,25983798140.0,미래에셋 TIGER 탄소효율그린뉴딜증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,900000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.09,KRX/S&P 탄소효율 그린뉴딜지수,주식,False,0.09,external_krx_20260806,KRX/S&P 탄소효율 그린뉴딜지수,external_krx_20260806
,,메리츠증권 주식회사,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),,,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG610000421,Q610042,1000000.0,20250508.0,20220427.0,STK,유가증권,,,메리츠증권 메리츠 블룸버그 인버스 2X WTI원유 선물 상장지수증권(H) 제42호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,,,,,0.0,,,N,원자재,국내,20260615.0,1.0,True,ETN,False,KR,mapped,COMMODITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,메리츠증권 주식회사,-1.0,C,20260615.0,10695.0,10675.0,-0.19,-0.05,3.39,0.99,1.72,1.67,10675.0,0.0,10675.78,10675.0,-10.73,10686.51,2026-06-15 00:00:00,0.0,27808.75,12858.0,0.0,2.6,1.2,,,메리츠 인버스 국채3년 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG610000470,Q610047,2000000.0,99991231.0,20221031.0,STK,유가증권,10675.78,21373020000.0,메리츠증권 메리츠 인버스 국채3년 상장지수증권 제47호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2000000.0,0.0,,,N,채권,국내,20260615.0,1.0,True,ETN,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,,,,False,,,,
,0.0,미래에셋,2.0,실물복제,20260615.0,14340.0,14870.0,3.7,-10.12,69.36,-21.47,10.19,16.4,15400.0,224764900500.0,14547.89,14420.0,-14547.89,14547.89,2026-06-15 00:00:00,40243004970.0,30679432381.65,23963925221.8,2722684.0,1983718.2,1750520.4,,,TIGER 코스닥150 레버리지,221553000000.0,15450000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7233160001,A233160,15450000.0,99991231.0,20151217.0,STK,유가증권,14547.89,224764957938.0,미래에셋 TIGER 코스닥150 레버리지증권상장지수투자신탁(주식-파생형),N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,15450000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.32,코스닥 150,주식,True,0.0,provided,코스닥 150,external_krx_20260806
,,흥국,1.0,액티브,20260615.0,101185.0,101190.0,0.0,0.08,-0.81,0.6,-1.75,1.13,101220.0,122443808300.0,101193.23,101190.0,-101193.23,101193.23,2026-06-15 00:00:00,10119030.0,1456518.0,2388071.0,100.0,14.4,23.6,,,HK 26-12 회사채(AA-이상)액티브,122433850000.0,1210000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70000Y0004,A0000Y0,1210000.0,99991231.0,20241224.0,STK,유가증권,101193.23,122443803796.0,흥국 HK 26-12 회사채(AA-이상)액티브증권상장지수투자신탁[채권],안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,1210000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.065,KAP 26-12 크레딧 채권 총수익지수(AA-이상),채권,False,0.065,external_krx_20260806,KAP 26-12 크레딧 채권 총수익지수(AA-이상),external_krx_20260806
,,KB증권(주),1.0,C,20260615.0,15565.0,15910.0,2.22,-0.19,72.56,4.67,25.67,23.14,15910.0,0.0,16007.36,15910.0,507.53,15499.83,2026-06-15 00:00:00,0.0,1623.25,0.0,0.0,0.1,0.0,,,KB 차이나 중형주 CSI 500 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG580000492,Q580049,2000000.0,99991231.0,20230425.0,STK,유가증권,16007.36,30999660000.0,KB증권 KB 차이나 중형주 CSI 500 상장지수증권 제49호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2000000.0,0.0,,,N,주식,중국,20260615.0,1.0,True,ETN,False,CHINA,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,하나,1.0,액티브,20260615.0,104210.0,104220.0,0.01,0.24,1.92,0.69,1.36,1.21,104220.0,191003622420.0,104202.74,104210.0,-104202.74,104202.74,2026-06-15 00:00:00,1229351749.0,721363455.75,891408928.8,11796.0,6929.15,8555.2,,,1Q CD금리액티브(합성),191016930000.0,1833000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7491610002,A491610,1833000.0,99991231.0,20240924.0,STK,유가증권,104202.74,191003619901.0,하나 1Q CD금리액티브증권상장지수투자신탁(채권혼합-파생형)(합성),안전자산,Y,PD_RISK_GCD_14,보통위험(4등급),1,2.0,,N,1833000.0,0.0,,,N,단기자금,국내,20260615.0,4.0,True,ETF,False,KR,mapped,MONEY_MARKET,mapped,2026-07-11,PREF01N001,0.02,KIS 하나 CD금리 총수익지수,기타,False,0.02,external_krx_20260806,KIS 하나 CD금리 총수익지수,external_krx_20260806
,,미래에셋,1.0,액티브,20260615.0,98695.0,98860.0,0.17,0.11,,-0.22,-0.11,-0.54,98900.0,276989963250.0,98748.65,98840.0,-98748.65,98748.65,2026-06-15 00:00:00,1401256659.0,1895542886.35,2598895497.8,14171.0,19201.05,26353.0,,,TIGER 28-04 회사채(A+이상)액티브,276839475000.0,2805000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70094K0007,A0094K0,2775000.0,99991231.0,20250826.0,STK,유가증권,98748.65,274027498254.0,미래에셋 TIGER 28-04 회사채(A+이상)액티브증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,2775000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.1,KIS 회사채 2804만기형 지수(총수익),채권,False,0.1,external_krx_20260806,KIS 회사채 2804만기형 지수(총수익),external_krx_20260806
,,한화,1.0,실물복제,20260615.0,18130.0,18455.0,1.79,-3.05,46.18,-8.23,15.71,18.57,18800.0,13832610000.0,18443.48,18245.0,-18443.48,18443.48,2026-06-15 00:00:00,117645175.0,996513613.25,389532223.2,6377.0,52011.0,22507.4,,,PLUS 코스닥150,13597500000.0,750000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7301400008,A301400,750000.0,99991231.0,20180705.0,STK,유가증권,18443.48,13832609844.0,한화 PLUS 코스닥150증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,750000.0,0.0,,,Y,주식,미국,20260615.0,1.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.15,코스닥 150,주식,False,0.15,external_krx_20260806,코스닥 150,external_krx_20260806
,,KB,1.0,액티브,20260615.0,50670.0,50670.0,0.0,0.19,,0.71,1.36,1.23,50675.0,758707723160.0,50668.34,50670.0,-50668.34,50668.34,2026-06-15 00:00:00,342554255.0,994706169.0,115794357.0,6760.0,19650.25,2285.4,,,RISE 단기특수은행채액티브,758732580000.0,14974000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70061Z0009,A0061Z0,14828000.0,99991231.0,20250624.0,STK,유가증권,50668.34,743608597734.0,KB RISE 단기특수은행채액티브증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,14676000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.01,KAP 단기 특수은행채 지수(시장가격),채권,False,0.01,external_krx_20260806,KAP 단기 특수은행채 지수(시장가격),external_krx_20260806
