itm_no,prfd_attr_cd
KR5120450080,M109
KR5114420058,C101
KR5127530010,C103
KR5127430040,P121
KR510901124M,USA
KR5113456001,C103
KR510909241M,F103
KR5153440060,M109
KR5123450012,G118
KR5144450119,G115
KR5142490100,P101
KR5133450033,C101
KR5144490033,C101
KR510502099M,N122
KR5129450151,W101
KR510902592M,C103
KR515203010M,C103
KR5113450017,M111
KR5174430034,M111
KR5127470098,USA
KR5133520011,M109
KR5139601011,M109
KR511803009M,C103
KR5114490108,N142
KR5116430050,C103
KR517609039M,M111
KR5116430008,V101
KR5153450578,F101
KR5174430037,M111
KR5127420036,C101
KR5138490101,C101
KR5127450371,N141
KR511302006M,M111
KR5144430017,D106
KR5153450188,D102
KR5120450041,M111
KR513102010M,C101
KR5139470000,D102
KR5114450356,M111
KR5114420012,C101
KR511502018M,G118
KR5149490038,M106
KR5157450139,D106
KR510902064M,D105
KR510509011M,W101
KR5153400073,M111
KR5161450009,F103
KR518102080M,M111
KR5148490150,D106
KR5153420161,C101
KR5114470144,C103
KR5113490017,D102
KR5148800005,C101
KR5027410027,E102
KR5116430003,P101
KR5144420046,D102
KR5113430901,F103
KR5114450305,CHN
KR510902189M,D102
KR5153451160,D102
KR5124440012,M111
KR5138490130,M111
KR5144470202,C103
KR5129450049,M111
KR5144492043,C101
KR5125440039,M111
KR5153430390,C102
KR5142490014,M112
KR5127450460,D106
KR515203009M,M111
KR510902483M,F104
KR5153450140,CHN
KR5117420001,D102
KR518104029M,F103
KR5129450018,M109
KR5127490060,D102
KR513502055M,C101
KR5127430047,P102
KR5153480069,D102
KR510902049M,V103
KR5144490053,N177
KR5170490022,M112
KR5174450036,C101
KR5148800001,V103
KR517309003M,M111
KR5119450084,M111
KR510903058M,M111
KR5116430030,C103
KR5151450064,C103
KR5129450145,D106
KR513506188M,M109
KR5153420096,D106
KR5116450071,C103
KR5153440022,F103
KR5123420048,D102
KR5117472004,W104
KR5114450345,C103
KR5119450166,D102
KR5144450041,C103
KR5172450019,D106
KR5138450012,M109
KR5153400074,N177
KR5024410003,E102
KR510909035M,D102
KR513304024M,C103
KR5120420074,M111
KR511502012M,M111
KR512102006M,M111
KR5148470041,D102
KR5181450043,W101
KR5153651034,V102
KR5148450157,M109
KR5152430120,C101
KR5114450036,M111
KR5127450333,N167
KR5147490045,M111
KR5159651001,G118
KR5153490417,S119
KR511502004M,P104
KR5120470040,V101
KR5116430036,C101
KR5114450406,D102
KR5153450160,V101
KR5113420066,F103
KR5117490178,D102
KR513509011M,C101
KR5144492104,G115
KR5127450024,C103
KR510909207M,M111
KR5138450012,V101
KR5153450035,C101
KR510902128M,D105
KR5159651028,N155
KR510904147M,N136
KR5157450086,C103
KR515009105M,V103
KR5172450036,P103
KR5152470036,S101
KR5153520023,C101
KR5118450201,M111
KR5153450581,G118
KR512Q450011,C103
KR5152420049,V101
KR5114450646,V103
KR5148450159,M112
KR5114450541,C103
KR510901100M,V102
KR5110450042,D102
KR5153490419,S121
KR5153430117,V101
KR517302072M,V102
KR5117490453,V103
KR5113490080,G101
KR5131450153,M111
KR513802003M,C103
KR5153440012,C103
KR5148000011,CHN
KR518104126M,C103
KR5114470025,C101
KR5053410048,W101
KR515009106M,C101
KR5127490136,D102
KR510902229M,C101
KR510902632M,O103
KR5149450090,M111
KR5114420022,V101
KR5153490138,F103
KR5187450083,V101
KR518104011M,V101
KR513502177M,G118
KR5127450166,C103
KR5129450193,F103
KR5010251163,C101
KR5138490145,W101
KR5139450038,W104
KR5114490328,C101
KR5114490135,M112
KR5157482001,V101
KR5116450054,G118
KR510903030M,D102
KR5127651001,D102
KR5153450044,C103
KR5123450020,C103
KR5116601014,N111
KR5117490174,G110
KR5127490383,C103
KR5153490422,C103
KR5134400010,D102
KR5131440027,V103
KR5127450154,C101
KR5110450203,W138
KR5131450164,M111
KR5131450177,C103
KR515009116M,V103
KR518102003M,M109
KR5153530061,M111
KR5118450080,V102
KR5129490100,M112
KR5129450070,N122
KR5123450044,M109
KR510902707M,JPN
KR5129490043,M109
KR5118430031,M109
KR5113450086,C101
KR5182490041,D106
KR5153530042,V103
KR5182490036,D106
KR5129490012,JPN
KR5178450010,D102
KR5153430077,V101
KR5137440012,M109
KR5144490036,T235
KR5153490802,M111
KR5127430012,C103
KR511X450000,M109
KR5151450057,D102
KR510902112M,C103
KR5113400000,D102
KR5114450640,M109
KR5010101501,C101
KR510909204M,D106
KR5125490050,N135
KR5170420034,M111
KR5116430071,C103
KR5153400004,M111
KR5116450001,CHN
KR5113450260,M111
KR5123712003,F104
KR510909035M,C101
KR5153651025,C101
KR5172490001,M111
KR5113490102,M111
KR5172490020,N167
KR5125450110,P102
KR5144450119,M109
KR510902522M,V102
KR5117420047,M109
KR5117430020,C103
KR5129450136,M109
KR5113470020,C101
KR5151450080,G118
KR5113420009,C103
KR5117490126,T255
KR5117450013,N108
KR5144450011,W112
KR5133530011,D106
KR5113450067,D102
KR5127450470,M109
KR5114420096,W101
KR5113470043,F103
KR5153530030,C101
KR5152420022,V101
KR5020251106,C103
KR5010201101,D102
KR5014410068,E102
KR5116530010,M109
KR513509053M,M109
KR5153450825,M111
KR5127400016,C101
KR518102086M,V101
KR5110451016,M109
KR5149450096,M111
KR5147430041,D103
KR5127420147,M111
KR517302078M,C103
KR5010151104,C101
KR5148651019,V102
KR5114490448,W101
KR5138490200,C101
KR5110420113,C101
KR5123490120,C103
KR5119420012,C103
KR5131530021,C103
KR5139601001,C103
KR5153450349,IND
KR511332401M,D102
KR5127490019,M111
KR5118450030,C101
KR5139430041,M111
KR510905008M,E102
KR5127490196,C103
KR511031114M,E102
KR5113470030,F102
KR5153450257,M109
KR5110420104,C101
KR510902835M,M109
KR5127490210,C103
KR5153420302,D102
KR5153400016,C103
KR5170490005,V102
KR5131490018,CHN
KR5119450075,N107
KR512603003M,M111
KR5182490018,M112
KR5159490008,M111
KR5127490277,N177
KR5144492164,C103
KR5153450461,C103
KR5110501016,M109
KR513802011M,M112
KR5149450097,C103
KR5113470027,R110
KR511402034M,C103
KR5153450602,M109
KR5133550037,M111
KR5153420174,C101
KR5127450428,M111
KR5110450037,W105
KR5127490115,G115
KR5145440016,V101
KR5148490132,N143
KR5114490118,V102
KR5189440002,M111
KR5142450061,F101
KR5114450557,C101
KR510904164M,C103
KR5138490080,V102
KR512002034M,N114
KR518106006M,F103
KR5123490122,M111
KR5113458004,P102
KR512002068M,N109
KR5151430031,C103
KR516702036M,C101
KR5127420082,G115
KR5138490121,M109
KR5134490099,M111
KR5120490084,T250
KR5144450048,P102
KR5153400033,C101
KR5170420016,W104
KR5143450012,W101
KR518102085M,G115
KR5142420015,N109
KR5114490067,N177
KR5153490669,M112
KR5116450010,D102
KR5123450045,M111
KR5153490436,M109
KR5137530011,D102
KR5138490078,M112
KR510902050M,M111
KR5127490125,N177
KR5133601003,C103
KR5123450013,V102
KR5117490120,C103
KR518102053M,G115
KR5149490088,C101
KR518103002M,C101
KR5116430020,C103
KR5172450110,G118
KR5114450117,N122
KR5127651007,V102
KR5152430096,V101
KR5123490083,C103
KR5153480078,G110
KR513502064M,C103
KR5127430038,M111
KR5153490903,D106
KR510902039M,V103
KR5174450052,M109
KR513502156M,N105
KR5153400076,M109
KR5123420015,V101
KR513502111M,C101
KR5013101466,D102
KR5148490010,M109
KR511112301M,M111
KR5113490239,M109
KR5131450013,C103
KR5010151222,V101
KR5135430026,M109
KR5120420084,V101
KR5153490010,C101
KR5124450034,D102
KR5169950018,D106
KR5114450251,C101
KR5181490087,D106
KR5117450024,M109
KR516002037M,M111
KR5120450014,M105
KR5151470016,V102
KR5127470037,M111
KR5113490233,C103
KR5157450119,G110
KR513502073M,M111
KR5114450262,M111
KR5117490422,N177
KR5139430112,M111
KR5144490017,V103
KR5114450344,D102
KR5117430026,C103
KR5138490059,D102
KR512102047M,G110
KR5114490470,W101
KR5153490035,G118
KR5181450036,F101
KR52114A0010,C102
KR5153450829,F103
KR5153490304,C103
KR5133430021,M110
KR5156490029,M109
KR5153400077,M109
KR5138590028,M109
KR5142490147,C103
KR5114490408,G110
KR5152451000,F101
KR518101002M,G115
KR5144451001,P101
KR5110450141,W109
KR5127450215,F103
KR518102042M,V102
KR5116151068,C101
KR510903115M,D106
KR5113450331,G110
KR5114430128,C101
KR5117651022,D102
KR5114450650,W101
KR5178490015,M106
KR5127450373,V102
KR510901112M,C103
KR5131601003,M111
KR5153450958,F101
KR5144450065,M111
KR5138590020,C101
KR5157450048,C101
KR5113490080,C103
KR5144470061,M101
KR5120490063,M106
KR5127490011,M109
KR513404007M,C103
KR5187450043,C103
KR5153400028,V103
KR5118490006,M109
KR5123490124,C101
KR5187430007,N147
KR510909222M,W101
KR5131490028,G115
KR5153450103,D102
KR5144492163,D106
KR5110450158,D102
KR5153450623,D102
KR510902574M,IND
KR510904033M,C103
KR5127430010,P102
KR5138490045,M111
KR5181490093,C103
KR5144490006,C101
KR5127490128,T230
KR5129490045,F103
KR5129450006,G110
KR513509049M,M109
KR5113651013,G110
KR5157450015,D102
KR5116430004,M101
KR5127490390,V103
KR5116601015,C101
KR5117450034,C101
KR5114450367,V102
KR5153450050,G118
KR5153490522,D102
KR5110450156,C101
KR512301006M,C102
KR5120470020,M109
KR5136450024,M111
KR5113450065,M111
KR5119400015,M105
KR5114490096,N177
KR510902414M,V102
KR513507011M,C104
KR5117420075,D102
KR5148450019,C101
KR5156450046,V101
KR5110501004,D102
KR5127450315,D106
KR5153480082,V103
KR5137450075,M109
KR5147550002,V101
KR5149651004,C101
KR5049430004,D102
KR5127450185,D106
KR5181490102,C101
KR512009030M,C101
KR5127450212,D106
KR5153450180,D102
KR5129450202,M111
KR5127430030,V101
KR5153491001,V103
KR5153400013,M111
KR5110450092,M111
KR5049430007,C103
KR5133400026,D106
KR5127490281,C101
KR5181450039,F101
KR5118450036,C103
KR5129490063,G110
KR5529400017,Q111
KR5153470010,C102
KR5114440008,M109
KR5049101001,C103
KR5153450940,V102
KR5114450189,G118
KR5153490653,M106
KR5114450083,F101
KR5114490057,F103
KR510902332M,D106
KR5122420006,C101
KR5114420099,W101
KR5148450013,C101
KR5134450036,N114
KR5153450875,M111
KR5125450015,C103
KR5118450051,C103
KR5187450012,F103
KR5114490190,W102
KR5153420105,P121
KR5152451000,D102
KR5114440003,D102
KR5142490110,M111
KR5117490135,N177
KR5144490047,T240
KR5144450101,C103
KR5114450268,D102
KR5149490048,D102
KR5144490033,G110
KR510902157M,C101
KR5153450092,M109
KR5152450021,C101
KR5182490051,M111
KR5153651003,C103
KR5114450412,M109
KR5134520000,F103
KR510902576M,C101
KR5110490061,M112
KR5189440002,C101
KR5113490280,C103
KR510106008M,V101
KR5010101401,D102
KR5010410010,P121
KR5114490280,D102
KR5024410003,P121
KR5124440014,C103
KR515203004M,V102
KR510702004M,C101
KR5142440018,W102
KR5127430010,C101
KR5129450099,D102
KR5151450081,M109
KR5013101468,C101
KR510904121M,M109
KR5123490122,V102
KR5159490019,T225
KR5119470017,V103
KR5153450593,D102
KR5153450154,M111
KR5153470066,M111
KR5147450054,W101
KR5110450120,M109
KR5129450202,C101
KR5131450166,W101
KR5123420016,D106
KR5137470122,P101
KR5153550002,D102
KR511106022M,C101
KR5114450118,G118
KR5117490126,C101
KR5125530011,C101
KR510902649M,W107
KR5129450073,C103
KR5134490079,V103
KR5116420011,N167
KR517509069M,D102
KR5153450430,D102
KR5113450232,W101
KR5148450023,V102
KR510509003M,V102
KR518104110M,F103
KR5127450428,M109
KR5187540041,M109
KR5114450347,G110
KR5142530011,F103
KR5113450508,W104
KR5124490000,D102
KR5153450596,M109
KR510909003M,M107
KR511X450001,F103
KR5153450112,C101
KR5142530000,V103
KR518105001M,M111
KR514804012M,G117
KR5127420043,G110
KR5114450644,N142
KR5153420065,V101
KR5153460008,D102
KR512Q450007,N132
KR5127490392,C102
KR5114490001,V102
KR5113601006,C103
KR511703002M,M109
KR5153530080,D102
KR510909054M,V102
KR5010410004,C101
KR5181490218,V102
KR511102094M,D106
KR5113431000,D102
KR510902576M,C103
KR5147490005,W101
KR5123490103,C103
KR513702039M,M111
KR512009023M,C103
KR5187450013,G115
KR513403007M,C103
KR510502010M,M111
KR5153430390,M102
KR5194450036,M111
KR5157480012,V102
KR518102043M,C101
KR510901117M,D106
KR5153450109,V103
KR5187430000,C101
KR515009011M,C101
KR5153450480,C103
KR5139430041,F107
KR5139430117,F103
KR513502180M,M111
KR5133550047,D106
KR515002020M,V102
KR5114490103,M109
KR510901107M,G110
KR5144490023,G110
KR5144420047,D102
KR510902075M,W121
KR510902127M,C101
KR5151430034,V102
KR514102005M,D102
KR510906180M,F104
KR5129450048,M109
KR5124490013,N178
KR5153450100,BRA
KR5134401004,C101
KR5113450330,USA
KR5129450076,C101
KR5194450053,M109
KR517509069M,V102
KR5153450834,V101
KR5153420104,D106
KR5114601176,C101
KR512009016M,M111
KR5153470004,V101
KR517302084M,V102
KR5180450026,C103
KR5178490033,C103
KR5170651005,M109
KR5113440023,W110
KR5114450361,M111
KR511013501M,D102
KR5181450050,W101
KR512709010M,USA
KR5149450101,M111
KR5129450072,G118
KR5127450281,M109
KR511102096M,G118
KR5170420037,C103
KR5129450193,N151
KR5113490138,W101
KR5114492002,M111
KR5114950015,C103
KR5117490217,F103
KR510902487M,D102
KR5127450187,C103
KR5151450056,C101
KR5185450028,F103
KR5187450090,G115
KR5114450447,C101
KR5127450048,M109
KR5153450312,M111
KR5116450028,C101
KR5153430119,C101
KR5178490027,M106
KR510902919M,M111
KR5153451125,D101
KR5149490047,C101
KR5113420016,D106
KR5129450190,D106
KR5148450022,M111
KR516102012M,D102
KR5178490023,D106
KR5153460009,M109
KR516002037M,V101
KR5114490195,W114
KR510509012M,C101
KR5013101467,W104
KR5153490318,M111
KR515203011M,D102
KR5118430033,G110
KR5144470103,V102
KR5123450065,C101
KR510909194M,M112
KR511502038M,C101
KR5127490255,C101
KR5127450032,D102
KR5110490063,M111
KR5114440066,C102
KR5153470111,V102
KR5153490102,W101
KR5131450042,V102
KR5117490100,W101
KR5151430064,N144
KR5138450042,W102
KR5127450360,M111
KR5152430094,F103
KR5117471004,M111
KR5117490103,W101
KR5133530018,C103
KR5133550047,M109
KR5170651006,V102
KR5153400052,M111
KR5138490084,D102
KR5125440042,V101
KR510106011M,C104
KR5182490132,P103
KR5010201147,D102
KR5148420088,G115
KR5144450026,V101
KR5134490078,T240
KR5156450056,F103
KR5138490137,D102
KR5114460004,W104
KR5138490301,M112
KR5127450210,C101
KR5153450710,D102
KR5131450032,D102
KR510904028M,D102
KR5138490054,C101
KR513002033M,M109
KR510904082M,C103
KR5176450023,M111
KR518104075M,F103
KR5137470116,C101
KR5118450072,C103
KR5113490068,M106
KR5039410039,D102
KR5153540026,M109
KR5127450150,C101
KR5148490023,N109
KR5139420043,C103
KR5114450249,V102
KR511111101M,P121
KR5123490093,M106
KR5151450097,V102
KR510902758M,C101
KR5153450817,M111
KR5149651006,D102
KR5142490080,W101
KR5148450012,M109
KR5113450331,C101
KR5162450029,C103
KR511509007M,W104
KR5114490163,M112
KR5136450031,G115
KR5139490020,M109
KR5156490062,C101
KR5153450802,IND
KR5181490103,G115
KR5124440011,C101
KR5129450191,N151
KR5114490284,N159
KR5153470068,F102
KR5185490081,M112
KR5557450010,N135
KR5119490012,C103
KR5114470122,M111
KR511704005M,C101
KR5116470023,W101
KR5172450066,C101
KR5122920008,M111
KR5127420132,D106
KR5147490066,M112
KR5127490146,M106
KR5185450029,M109
KR518105056M,M109
KR5153450210,F103
KR5147550004,D106
KR5153400031,C101
KR5114450429,F103
KR5114450201,G110
KR5113530012,D106
KR510906173M,F102
KR5137450075,W112
KR5125641010,V101
KR5117490123,V102
KR5153490536,W101
KR510902140M,ESP
KR510902254M,M111
KR5175470017,V101
KR518104027M,F103
KR5153420289,G115
KR513403007M,S107
KR5129450096,D106
KR5153470238,M111
KR5133601017,G110
KR5157450102,D102
KR5114450509,W104
KR510902247M,V102
KR5113420066,C101
KR5120450046,C103
KR5110450110,M101
KR5170420021,M111
KR5153450801,IND
KR5119450157,D102
KR5120450024,S104
KR5117490112,O117
KR511502053M,N167
KR510902685M,D102
KR518102089M,G115
KR5114520010,F103
KR5139420038,C101
KR518102009M,M112
KR5125440040,D102
KR5153400040,T235
KR5153601063,D102
KR5129450099,G115
KR510904056M,D102
KR5114450521,M109
KR5117490178,M111
KR5117450080,V101
KR5157450076,D106
KR5139430106,C102
KR518102026M,S104
KR5153490594,C101
KR5116450025,M111
KR5178450010,C101
KR5131450100,C101
KR513502154M,M109
KR5120490096,G110
KR5153450602,USA
KR5170490001,C101
KR510902521M,W137
KR5138490201,D102
KR510509005M,C103
KR5137470146,F101
KR510906155M,M111
KR5153470004,C103
KR5122490009,V102
KR5181490204,D102
KR5114470118,M109
KR5153450264,S108
KR510906098M,C101
KR5137450072,C101
KR5114450526,M111
KR5125450015,V101
KR5182490034,N135
KR5116800001,V103
KR510903070M,C102
KR510903063M,W102
KR510902286M,D102
KR5147550001,M109
KR5127470022,V103
KR5134420028,P121
KR5170420039,V102
KR5153470206,M111
KR5110490052,W101
KR5153420079,C101
KR510902652M,D102
KR511141116M,V101
KR518102082M,F103
KR518102043M,M111
KR5114450307,D102
KR5020410010,C103
KR5113490236,D106
KR517302085M,C101
KR510904158M,G110
KR5135430020,M109
KR5182490105,D102
KR5157450011,D102
KR5156490022,G118
KR5114470052,S117
KR5110520010,M109
KR5145430010,M111
KR5153450771,M109
KR5120490065,C101
KR510902664M,C103
KR5138490143,D102
KR5194450010,M109
KR510904073M,D105
KR5053410048,C103
KR5153450200,M109
KR5142450039,G118
KR551006008M,D106
KR5138590027,G110
KR5127490188,M109
KR5152450046,M109
KR5127450399,V102
KR5152430140,C101
KR5129450061,V102
KR5129800003,M112
KR5151450058,C103
KR5153490045,W101
KR513502017M,W128
KR5117651005,C103
KR5153450530,F103
KR5118430042,W101
KR513509030M,D102
KR5113490095,F103
KR5123490028,N178
KR5142490140,N135
KR5153451152,M111
KR5110450143,D106
KR5114470142,C103
KR5153420209,M111
KR5153470120,D102
KR5117490440,T260
KR5062410017,G115
KR513102129M,C101
KR5044410027,C103
KR5119470001,G118
KR5159651028,M109
KR5153430040,M109
KR5113490238,M109
KR5116450023,V101
KR5114450639,G115
KR515009117M,V103
KR5117472000,M109
KR5153490146,D106
KR5129800004,M112
KR512002011M,D102
KR511012316M,C101
KR5139450031,G118
KR518102063M,M111
KR5110420126,D102
KR5114470147,C101
KR510506030M,C103
KR5138490086,V102
KR5137470130,F101
KR5125450113,V101
KR515009091M,G118
KR5172490039,C103
KR5114450050,M109
KR5127450276,C103
KR5118450068,N101
KR510909078M,D102
KR5172450109,F103
KR5153450643,D102
KR517102007M,D102
KR5127490293,D106
KR511509004M,M120
KR513506184M,S117
KR5172440018,M109
KR5153490538,M109
KR5127420078,M111
KR518102049M,C101
KR5153450290,D102
KR5127450370,M111
KR5153470240,G115
KR5144470040,M111
KR510906228M,C101
KR5114490069,T230
KR511703004M,C103
KR510902311M,D105
KR5113450191,G118
KR5153450558,USA
KR5117450018,M109
KR5114450132,D102
KR5129490075,M111
KR5153480024,T210
KR5020101412,V101
KR5131450098,D102
KR512009009M,D105
KR5153490437,V103
KR5113458007,V102
KR518104111M,G115
KR5117490000,C101
KR5116450008,D102
KR5114450524,C103
KR5153450789,D102
KR5113470000,S108
KR5153601064,D102
KR5237651001,W106
KR510903070M,C103
KR5147450030,M111
KR5153450802,C101
KR5181490176,D102
KR5110420109,N143
KR5187450047,M109
KR5182490037,G118
KR5139430103,M101
KR5138590020,V102
KR5129420011,D102
KR5114430052,M111
KR510902576M,N115
KR5138490141,V102
KR5114490128,M120
KR5131440024,C102
KR5153480021,T210
KR5129490039,N177
KR5133450030,CHN
KR5113450250,V102
KR5117490052,W101
KR518101029M,G115
KR5149450081,P104
KR5114450310,C103
KR511302002M,C101
KR5152502006,C101
KR518104132M,D102
KR5114490238,D102
KR5134400019,D102
KR5148450031,V102
KR5117490016,C101
KR5114490107,C103
KR5170651013,M109
KR5144450070,G110
KR5117490413,C103
KR5153450596,F103
KR5114450021,P101
KR5134450015,C101
KR5127430011,V101
KR5129490106,W101
KR5114950011,C103
KR5123490131,M109
KR514X450004,M111
KR5174450008,W101
KR5114450089,C103
KR512709008M,USA
KR5111490043,V102
KR5113470031,V101
KR518101005M,F103
KR5110651025,M111
KR5110420124,D102
KR5134490037,D106
KR5010251166,C101
KR5153480079,V102
KR5142420019,M111
KR5078410020,D102
KR5113450288,N130
KR5148800018,M111
KR5129670008,S104
KR5114430010,M109
KR5114490281,N159
KR5127420128,M111
KR5127450428,V102
KR5116450026,M111
KR5153470080,C103
KR5114450134,M111
KR510903124M,M111
KR5153450330,CHN
KR5127420078,M109
KR5114490069,C103
KR5153400053,M109
KR5181490204,C101
KR5153450634,N116
KR512306013M,V101
KR5157450132,M111
KR5138450028,D102
KR5129450130,M109
KR5529400016,W104
KR5117490024,V102
KR5010251162,V101
KR5153430170,M111
KR5114450461,M111
KR513503016M,C101
KR5114450124,D102
KR5120490098,F103
KR5157480031,N177
KR5156450070,M111
KR5157480003,M109
KR5114450442,M111
KR5125490050,W101
KR5153440022,M106
KR5153400004,M109
KR5153440010,S108
KR5127651023,V102
KR5153460006,D106
KR5147490002,D103
KR5125450020,M109
KR510902789M,S104
KR5113490283,M111
KR5157420005,C101
KR5153450399,C101
KR5151490000,M111
KR5114450644,C103
KR5185450009,N160
KR5153490314,M111
KR5153450660,M111
KR5159490029,N177
KR5181490158,C101
KR5138490082,M109
KR5117430024,N135
KR511102091M,C101
KR5171495003,V101
KR5153430241,M109
KR5119450120,S118
KR5153480029,M106
KR5153490739,C101
KR5187430018,W101
KR5180420010,V102
KR510902187M,D102
KR5122430010,C101
KR5153651028,M109
KR513702024M,M111
KR5139430116,C103
KR517509015M,W101
KR5148490091,C101
KR518102061M,C103
KR5116470041,D102
KR510904166M,S108
KR5114420022,G110
KR5133502001,F103
